opinion_id,case_num,start_paragraph_id,stop_paragraph_id,author_appointment_id,author_last_name,ref_appointment_id,ref_last_name,institution_name,institution_class,opinion_class,opinion_size,panel_size,adopt_clerk,intent_deference,interests_positively_affected,interests_negatively_affected
7097,B 3965-92,3,15,NA,NA,NA,NA,Skövde TR,first,majority,NA,NA,NA,NA,NA,NA
7098,B 3965-92,20,27,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7099,B 3965-92,28,38,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7100,B 3965-92,31,41,"56,48,47,39,38","Heuman,Beckman,Solerud,Nilsson,Westlander",48,Beckman,Högsta domstolen,final,majority,5,5,0,14,402,401
7101,B 4029-92,5,5,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7102,B 4029-92,6,9,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7103,B 4029-92,10,25,"378,52,41,37,38","Knutsson,Magnusson,Danelius,Lennander,Westlander",37,Lennander,Högsta domstolen,final,majority,5,5,0,14,0,0
7104,B 4104-96,1,19,NA,NA,NA,NA,Linköpings TR,first,majority,NA,NA,NA,NA,NA,NA
7105,B 4104-96,20,26,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7106,B 4104-96,27,31,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7107,B 4104-96,32,43,"47,46,40,37","Solerud,Nyström,Lambe,Lennander",46,Nyström,Högsta domstolen,final,majority,4,5,0,12,203,401
7108,B 4104-96,44,51,55,Gregow,NA,NA,Högsta domstolen,final,minority,1,5,0,12,401,203
7109,B 412-91,2,11,NA,NA,NA,NA,Simrishamns TR,first,majority,NA,NA,NA,NA,NA,NA
7110,B 412-91,12,29,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7111,B 412-91,30,39,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,202,0
7112,B 412-91,40,46,"378,56,51,43,40","Knutsson,Heuman,Freyschuss,Törnell,Lambe",51,Freyschuss,Högsta domstolen,final,majority,5,5,0,12,0,0
7113,B 4224-95,1,40,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7114,B 4224-95,41,45,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
7115,B 4224-95,46,69,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7116,B 4224-95,70,71,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7117,B 4224-95,72,104,"378,379,48,38,36","Knutsson,Gregow,Beckman,Westlander,Thorsson",379,Gregow,Högsta domstolen,final,majority,5,5,0,12,401,"203,402"
7118,B 4333-95,2,12,NA,NA,NA,NA,Solna TR,first,majority,NA,NA,NA,NA,NA,NA
7119,B 4333-95,14,19,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7120,B 4333-95,23,29,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,"402, 203",401
7121,B 4333-95,30,40,"378,47,42,40,35","Knutsson,Solerud,Munck,Lambe,Regner",35,Regner,Högsta domstolen,final,majority,5,5,0,14,"402, 203",401
7122,B 4367-97,1,37,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7123,B 4367-97,38,50,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7124,B 4367-97,50,50,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
7125,B 4367-97,51,75,"52,38,35,30","Magnusson,Westlander,Regner,Håstad",35,Regner,Högsta domstolen,final,majority,4,5,0,14,"203,402","401,407,402"
7126,B 4367-97,50,50,48,Beckman,NA,NA,Högsta domstolen,final,minority,1,5,1,12,0,0
7127,B 4379-96,1,8,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
7128,B 4379-96,9,20,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7129,B 4379-96,21,33,"378,47,48,41,38","Knutsson,Solerud,Beckman,Danelius,Westlander",38,Westlander,Högsta domstolen,final,majority,5,5,0,14,0,401
7130,B 4402-97,6,57,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
7134,B 4402-97,59,86,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7135,B 4402-97,0,0,NA,NA,NA,NA,Professor Karnell,other,other,NA,NA,NA,NA,NA,NA
7136,B 4402-97,155,160,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
7137,B 4402-97,161,174,"52,42,41,32,30","Magnusson,Munck,Danelius,Blomstrand,Håstad",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,14,0,0
7138,B 4406-97,1,23,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7139,B 4406-97,24,41,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7140,B 4406-97,42,53,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,203
7141,B 4406-97,54,66,"52,48,39,32","Magnusson,Beckman,Nilsson,Blomstrand",NA,NA,Högsta domstolen,final,majority,4,5,0,14,203,401
7142,B 4406-97,67,71,31,Pripp,31,Pripp,Högsta domstolen,final,minority,1,5,0,14,401,203
7143,B 442-92,40,46,"63,52,48,42,39","Palm,Magnusson,Beckman,Munck,Nilsson",39,Nilsson,Högsta domstolen,final,majority,5,5,0,12,401,0
7144,B 4435-95,3,38,NA,NA,NA,NA,Uppsala TR,first,majority,NA,NA,NA,NA,NA,NA
7145,B 4435-95,42,62,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7146,B 4435-95,68,76,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,401
7147,B 4435-95,77,87,"379,50,48,46,38","Gregow,Lind,Beckman,Nyström,Westlander",48,Beckman,Högsta domstolen,final,majority,5,5,0,12,401,401
7148,B 465-92,3,20,NA,NA,NA,NA,Motala TR,first,majority,NA,NA,NA,NA,NA,NA
7149,B 465-92,21,29,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7150,B 465-92,30,32,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7151,B 465-92,33,38,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,205,401
7152,B 465-92,33,38,"64,379,50,43,38","Vängby,Gregow,Lind,Törnell,Westlander",50,Lind,Högsta domstolen,final,majority,5,5,1,0,205,401
7153,B 4733-97,1,37,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7154,B 4733-97,38,52,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7155,B 4733-97,53,56,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7156,B 4733-97,57,77,"379,41,35","Gregow,Danelius,Regner",NA,NA,Högsta domstolen,final,majority,3,5,0,12,401,"402,203"
7157,B 4733-97,77,84,"33,42","Victor,Munck",33,Victor,Högsta domstolen,final,minority,2,5,0,14,401,0
7158,B 4808-97,1,15,NA,NA,NA,NA,Örebro TR,first,majority,NA,NA,NA,NA,NA,NA
7159,B 4808-97,16,18,NA,NA,NA,NA,Örebro TR,first,minority,NA,NA,NA,NA,NA,NA
7160,B 4808-97,19,24,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7161,B 4808-97,25,34,"52,50,41,40,38","Magnusson,Lind,Danelius,Lambe,Westlander",41,Danelius,Högsta domstolen,final,majority,5,5,0,12,401,0
7162,B 4903-95,4,39,NA,NA,NA,NA,Västerviks TR,first,majority,NA,NA,NA,NA,NA,NA
7163,B 4903-95,40,63,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7164,B 4903-95,64,68,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7165,B 4903-95,69,89,"50,47,37,35,34","Lind,Solerud,Lennander,Regner,Sköllerholm",35,Regner,Högsta domstolen,final,majority,5,5,0,12,401,"203,402"
7166,B 4922-95,5,29,NA,NA,NA,NA,Köpings TR,first,majority,NA,NA,NA,NA,NA,NA
7167,B 4922-95,30,51,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7168,B 4922-95,52,59,"379,48,37,36","Gregow,Beckman,Lennander,Thorsson",48,Beckman,Högsta domstolen,final,majority,4,5,0,12,0,0
7169,B 4922-95,60,64,46,Nyström,NA,NA,Högsta domstolen,final,minority,1,5,0,14,"203,402,408",401
7170,B 4998-97,4,22,NA,NA,NA,NA,Ängelholms TR,first,majority,NA,NA,NA,NA,NA,NA
7171,B 4998-97,23,45,NA,NA,NA,NA,,appelate,majority,NA,NA,NA,NA,NA,NA
7172,B 4998-97,46,57,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,301
7173,B 4998-97,58,76,"52,48,38,32,29","Magnusson,Beckman,Westlander,Blomstrand,Lundius",38,Westlander,Högsta domstolen,final,majority,5,5,0,14,0,301
7174,B 5045-95,2,10,NA,NA,NA,NA,Stenungsunds TR,first,majority,NA,NA,NA,NA,NA,NA
7175,B 5045-95,11,20,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
7176,B 5045-95,21,30,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
7177,B 5045-95,31,46,"379,50,44,36,29","Gregow,Lind,Svensson,Thorsson,Lundius",36,Thorsson,Högsta domstolen,final,majority,5,6,0,12,0,0
7178,B 5045-96,2,8,NA,NA,NA,NA,Helsingborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7179,B 5045-96,11,19,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7180,B 5045-96,20,30,"378,48,47,38,36","Knutsson,Beckman,Solerud,Westlander,Thorsson",38,Westlander,Högsta domstolen,final,majority,5,5,0,14,0,0
7181,B 5077-95,5,15,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7182,B 5077-95,16,19,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
7183,B 5077-95,20,25,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
7184,B 5077-95,26,34,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,"203,101"
7185,B 5077-95,26,34,"52,48,44,36,35","Magnusson,Beckman,Svensson,Thorsson,Regner",48,Beckman,Högsta domstolen,final,majority,5,5,1,14,401,"203,101"
7186,B 5135-97,1,20,NA,NA,NA,NA,Eskilstuna TR,first,majority,NA,NA,NA,NA,NA,NA
7187,B 5135-97,21,37,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7188,B 5135-97,38,45,"52,44,42,35,32","Magnusson,Svensson,Munck,Regner,Blomstrand",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,"404,402",401
7189,B 5150-95,3,18,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7190,B 5150-95,19,27,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7191,B 5150-95,28,28,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
7192,B 5150-95,29,37,"64,37,36","Vängby,Lennander,Thorsson",37,Lennander,Högsta domstolen,final,majority,3,5,0,12,401,0
7193,B 5150-95,38,39,"46,48","Nyström,Beckman",NA,NA,Högsta domstolen,final,minority,2,5,0,12,0,301
7194,B 519-90,5,12,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
7195,B 519-90,13,35,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7196,B 519-90,36,43,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,minority,NA,NA,NA,NA,NA,NA
7197,B 519-90,55,65,"60,56,51","Rydin,Heuman,Freyschuss",NA,NA,Högsta domstolen,final,majority,3,5,0,14,204,400
7198,B 519-90,66,70,"46,39","Nyström,Nilsson",46,Nyström,Högsta domstolen,final,minority,2,5,0,12,204,400
7199,B 5319-96,2,9,NA,NA,NA,NA,Södertälje TR,first,majority,NA,NA,NA,NA,NA,NA
7200,B 5319-96,10,17,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7201,B 5319-96,18,28,"64,48,44","Vängby,Beckman,Svensson",NA,NA,Högsta domstolen,final,majority,3,5,0,14,0,0
7202,B 5319-96,29,32,"37,379","Lennander,Gregow",37,Lennander,Högsta domstolen,final,minority,2,5,0,12,203,401
7203,B 5364-96,5,13,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,200,0
7204,B 5364-96,14,20,"48,40,37","Beckman,Lambe,Lennander",NA,NA,Högsta domstolen,final,majority,3,5,0,12,200,0
7205,B 5364-96,21,22,"50,39","Lind,Nilsson",39,Nilsson,Högsta domstolen,final,minority,2,5,0,12,0,200
7206,B 5430-95,1,18,NA,NA,NA,NA,Gotlands TR,first,majority,NA,NA,NA,NA,NA,NA
7207,B 5430-95,19,28,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7208,B 5430-95,29,36,"55,48,46,41,36","Gregow,Beckman,Nyström,Danelius,Thorsson",41,Danelius,Högsta domstolen,final,majority,5,5,0,12,0,0
7209,B 5491-96,14,28,NA,NA,NA,NA,Södertälje TR,first,majority,NA,NA,NA,NA,NA,NA
7210,B 5491-96,29,42,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7211,B 5491-96,43,63,"379,50,48,41,38","Gregow,Lind,Beckman,Danelius,Westlander",38,Westlander,Högsta domstolen,final,majority,5,6,0,14,306,0
7212,B 5496-95,3,11,NA,NA,NA,NA,Tierps TR,first,majority,NA,NA,NA,NA,NA,NA
7213,B 5496-95,12,16,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7214,B 5496-95,17,17,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7215,B 5496-95,18,18,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7216,B 5496-95,20,27,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,0
7217,B 5496-95,20,27,"64,58,47,37,35","Vängby,Jermsten,Solerud,Lennander,Regner",47,Solerud,Högsta domstolen,final,majority,5,5,1,14,401,0
7218,B 564-92,2,105,NA,NA,NA,NA,Sundsvalls TR,first,majority,NA,NA,NA,NA,NA,NA
7219,B 564-92,113,138,NA,NA,NA,NA,HovR:n för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
7220,B 564-92,139,148,NA,NA,NA,NA,HovR:n för Nedre Norrland,appelate,minority,NA,NA,NA,NA,NA,NA
7221,B 564-92,149,165,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,312,0
7222,B 564-92,166,180,"64,56,50,324,43,40","Vängby,Heuman,Lind,Gad,Törnell,Lambe",40,Lambe,Högsta domstolen,final,majority,6,6,0,12,312,0
7223,B 569-92,4,28,NA,NA,NA,NA,Helsingborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7224,B 569-92,29,58,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
7225,B 569-92,59,70,"380,58,379,325,44","Nyman,Jermsten,Gregow,Sterzel,Svensson",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,401,203
7226,B 5690-95,1,33,NA,NA,NA,NA,Ludvika TR,first,majority,NA,NA,NA,NA,NA,NA
7227,B 5690-95,34,35,NA,NA,NA,NA,Ludvika TR,first,minority,NA,NA,NA,NA,NA,NA
7228,B 5690-95,36,50,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7229,B 5690-95,51,67,"64,50,48,38,36","Vängby,Lind,Beckman,Westlander,Thorsson",48,Beckman,Högsta domstolen,final,majority,5,5,0,14,401,0
7230,B 5716-96,3,16,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7231,B 5716-96,17,27,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
7232,B 5716-96,30,39,"379,48,44,36,35","Gregow,Beckman,Svensson,Thorsson,Regner",36,Thorsson,Högsta domstolen,final,majority,5,5,0,14,401,401
7233,B 5745-96,5,18,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7234,B 5745-96,22,29,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
7235,B 5745-96,30,32,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
7236,B 5745-96,36,46,"55,48,44,36,35","Gregow,Beckman,Svensson,Thorsson,Regner",35,Regner,Högsta domstolen,final,majority,5,5,0,14,401,402
7237,B 5776-96,5,7,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
7238,B 5776-96,8,10,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7239,B 5776-96,11,13,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7240,B 5776-96,14,26,"50,47,39,37,38","Lind,Solerud,Nilsson,Lennander,Westlander",38,Westlander,Högsta domstolen,final,majority,5,5,0,12,"401,404",203
7241,B 584-91,3,17,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7242,B 584-91,18,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7243,B 584-91,30,40,"378,50,324,44,41","Knutsson,Lind,Gad,Svensson,Danelius",41,Danelius,Högsta domstolen,final,majority,5,5,0,14,203,401
7244,B 595-90,1,12,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7245,B 595-90,13,22,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7246,B 595-90,23,35,"378,52,50,44,40","Knutsson,Magnusson,Lind,Svensson,Lambe",40,Lambe,Högsta domstolen,final,majority,5,5,0,14,401,203
7247,B 595-91,5,22,NA,NA,NA,NA,Norrköpings TR,first,majority,NA,NA,NA,NA,NA,NA
7248,B 595-91,23,26,NA,NA,NA,NA,Norrköpings TR,first,minority,NA,NA,NA,NA,NA,NA
7249,B 595-91,27,30,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7250,B 595-91,34,41,"64,63,52,324,39","Vängby,Palm,Magnusson,Gad,Nilsson",39,Nilsson,Högsta domstolen,final,majority,5,5,0,12,"203,402",401
7251,B 615-95,2,13,NA,NA,NA,NA,Västerviks TR,first,majority,NA,NA,NA,NA,NA,NA
7252,B 615-95,14,18,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7253,B 615-95,19,28,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,205
7254,B 615-95,19,28,"46,37,36","Nyström,Lennander,Thorsson",46,Nyström,Högsta domstolen,final,majority,3,5,1,14,401,205
7255,B 615-95,30,31,"48,64","Beckman,Vängby",NA,NA,Högsta domstolen,final,minority,2,5,0,0,205,401
7256,B 618-96,1,38,NA,NA,NA,NA,Piteå TR,first,majority,NA,NA,NA,NA,NA,NA
7257,B 618-96,39,53,NA,NA,NA,NA,HovR:n för Övre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
7258,B 618-96,54,65,"378,42,41,38,31","Knutsson,Munck,Danelius,Westlander,Pripp",38,Westlander,Högsta domstolen,final,majority,5,5,0,14,0,0
7264,B 69-95,1,42,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7265,B 69-95,43,68,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7266,B 69-95,69,87,"48,37,35","Beckman,Lennander,Regner",35,Regner,Högsta domstolen,final,majority,3,5,0,14,402,401
7268,B 69-95,88,96,"58,39","Jermsten,Nilsson",NA,NA,Högsta domstolen,final,minority,2,5,0,12,401,402
7269,B 712-90,1,19,NA,NA,NA,NA,Kalmar TR,first,majority,NA,NA,NA,NA,NA,NA
7270,B 712-90,20,20,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7271,B 712-90,21,26,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7272,B 712-90,27,39,"378,58,47,40","Knutsson,Jermsten,Solerud,Lambe",40,Lambe,Högsta domstolen,final,majority,4,6,0,14,404,0
7274,B 712-90,40,46,46,Nyström,NA,NA,Högsta domstolen,final,minority,1,6,0,12,0,404
7275,B 72-95,2,10,NA,NA,NA,NA,Falu TR,first,majority,NA,NA,NA,NA,NA,NA
7276,B 72-95,11,24,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7277,B 72-95,25,27,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7278,B 72-95,28,34,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,203
7279,B 72-95,35,41,"378,52,42,39,37","Knutsson,Magnusson,Munck,Nilsson,Lennander",39,Nilsson,Högsta domstolen,final,majority,5,5,0,14,401,203
7280,B 721-95,2,6,NA,NA,NA,NA,Oskarshamns TR,first,majority,NA,NA,NA,NA,NA,NA
7281,B 721-95,9,16,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7282,B 721-95,17,21,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7283,B 721-95,30,36,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
7284,B 721-95,37,48,"378,52,42,39,37","Knutsson,Magnusson,Munck,Nilsson,Lennander",42,Munck,Högsta domstolen,final,majority,5,5,0,14,0,0
7285,B 744-90,2,16,NA,NA,NA,NA,Norrköpings TR,first,majority,NA,NA,NA,NA,NA,NA
7286,B 744-90,19,19,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7287,B 744-90,23,34,"62,50,40","Bengtsson,Lind,Lambe",40,Lambe,Högsta domstolen,final,majority,3,5,0,14,401,402
7288,B 744-90,35,43,"52,44","Magnusson,Svensson",NA,NA,Högsta domstolen,final,minority,2,5,0,14,401,402
7289,B 747-92,1,23,NA,NA,NA,NA,Södertälje TR,first,majority,NA,NA,NA,NA,NA,NA
7290,B 747-92,24,39,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7291,B 747-92,40,44,"58,379,48,325,39","Jermsten,Gregow,Beckman,Sterzel,Nilsson",325,Sterzel,Högsta domstolen,final,majority,5,5,0,12,402,401
7292,B 761-92,1,13,NA,NA,NA,NA,Växjö TR,first,majority,NA,NA,NA,NA,NA,NA
7293,B 761-92,14,18,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7294,B 761-92,19,22,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7295,B 761-92,23,25,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
7296,B 761-92,26,32,"378,48,324,42,37","Knutsson,Beckman,Gad,Munck,Lennander",37,Lennander,Högsta domstolen,final,majority,5,5,0,12,401,203
7297,B 773-90,2,39,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7298,B 773-90,40,52,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7299,B 773-90,53,76,"378,62,52,50,40","Knutsson,Bengtsson,Magnusson,Lind,Lambe",52,Magnusson,Högsta domstolen,final,majority,5,5,0,14,401,"203,402"
7300,B 797-97,1,12,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7301,B 797-97,13,22,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7302,B 797-97,23,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,404,200
7303,B 797-97,23,32,"378,48,47,39,36","Knutsson,Beckman,Solerud,Nilsson,Thorsson",36,Thorsson,Högsta domstolen,final,majority,5,5,1,14,404,200
7304,B 800-90,1,10,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
7305,B 800-90,11,18,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
7306,B 800-90,19,25,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,401,203
7307,B 800-90,19,25,"64,56,52,48,325","Vängby,Heuman,Magnusson,Beckman,Sterzel",48,Beckman,Högsta domstolen,final,majority,5,5,1,12,401,203
7308,B 802-91,1,13,NA,NA,NA,NA,Gotlands TR,first,majority,NA,NA,NA,NA,NA,NA
7309,B 802-91,14,18,NA,NA,NA,NA,Gotlands TR,first,minority,NA,NA,NA,NA,NA,NA
7310,B 802-91,19,36,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7311,B 802-91,37,52,"64,51,50,43,38","Vängby,Freyschuss,Lind,Törnell,Westlander",51,Freyschuss,Högsta domstolen,final,majority,5,5,0,12,0,401
7312,B 818-91,1,11,NA,NA,NA,NA,Solna TR,first,majority,NA,NA,NA,NA,NA,NA
7313,B 818-91,12,17,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7314,B 818-91,18,25,"379,50,325,44,41","Gregow,Lind,Sterzel,Svensson,Danelius",41,Danelius,Högsta domstolen,final,majority,5,5,0,12,401,0
7315,B 903-92,2,7,NA,NA,NA,NA,Linköpings TR,first,majority,NA,NA,NA,NA,NA,NA
7316,B 903-92,8,14,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7317,B 903-92,15,18,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7318,B 903-92,19,24,"58,379,48,325,39","Jermsten,Gregow,Beckman,Sterzel,Nilsson",48,Beckman,Högsta domstolen,final,majority,5,6,0,14,205,401
7319,B 903-92,25,28,48,Beckman,NA,NA,Högsta domstolen,final,concurring,1,6,0,0,0,0
7320,B 903-95,1,26,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
7321,B 903-95,27,31,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
7322,B 903-95,32,38,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
7323,B 903-95,39,51,"64,44,40,37","Vängby,Svensson,Lambe,Lennander",44,Svensson,Högsta domstolen,final,majority,4,5,0,12,0,0
7324,B 903-95,52,57,379,Gregow,NA,NA,Högsta domstolen,final,minority,1,5,0,12,0,0
