opinion_id,case_num,start_paragraph_id,stop_paragraph_id,author_appointment_id,author_last_name,ref_appointment_id,ref_last_name,institution_name,institution_class,opinion_class,opinion_size,panel_size,adopt_clerk,intent_deference,interests_positively_affected,interests_negatively_affected
173,B 2646-18,1,23,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
174,B 2646-18,24,31,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
175,B 2646-18,32,36,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,minority,NA,NA,NA,NA,NA,NA
176,B 2646-18,37,97,"347,14,10,7,4","Toijer,Persson,Edlund,Johansson,Bonthron",14,Persson,Högsta domstolen,final,majority,5,5,0,21,203,401
177,B 2678-18,1,52,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
178,B 2678-18,53,63,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
179,B 2678-18,64,69,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
180,B 2678-18,70,87,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,401,402
181,B 2678-18,88,136,"9,25,12,8,3","Eka,Calissendorff,Johansson,Andersson,Runesson",12,Johansson,Högsta domstolen,final,majority,5,10,0,14,401,402
182,B 2678-18,139,182,NA,NA,NA,NA,Södertälje tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
183,B 2678-18,183,209,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
184,B 2678-18,210,224,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,402,401
185,B 279-17,1,40,NA,NA,NA,NA,Uddevalla tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
186,B 279-17,41,40,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
187,B 279-17,41,56,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
188,B 279-17,57,62,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
189,B 279-17,63,88,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,402,0
190,B 279-17,89,124,"350,26,14,10,5","Lindskog,Nyström,Persson,Edlund,Asp",26,Nyström,Högsta domstolen,final,majority,5,5,0,14,402,0
191,B 3079-17,3,27,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
192,B 3079-17,28,32,NA,NA,NA,NA,Malmö tingsrätt,first,minority,NA,NA,NA,NA,NA,NA
193,B 3079-17,33,50,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
194,B 3079-17,51,90,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,200,401
195,B 3079-17,91,126,"347,14,12,10,7","Toijer,Persson,Johansson,Edlund,Johansson",10,Edlund,Högsta domstolen,final,majority,5,5,0,14,200,401
196,B 3130-17,1,36,NA,NA,NA,NA,Solna tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
197,B 3130-17,37,60,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
198,B 3130-17,61,106,"26,15,5","Nyström,Bäcklund,Asp",15,Bäcklund,Högsta domstolen,final,majority,3,5,0,14,401,203
199,B 3130-17,107,114,"14,10","Persson,Edlund",NA,NA,Högsta domstolen,final,minority,2,5,0,14,203,401
200,B 3289-18,1,34,NA,NA,NA,NA,Uppsala tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
201,B 3289-18,35,46,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
202,B 3289-18,47,73,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,203,401
203,B 3289-18,74,116,"25,16,14,7,3","Calissendorff,Herre,Persson,Johansson,Runesson",16,Herre,Högsta domstolen,final,majority,5,5,0,14,203,401
204,B 3492-17,43,61,NA,NA,NA,NA,Solna tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
205,B 3492-17,67,81,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
206,B 3492-17,87,124,"347,25,12,8,7","Toijer,Calissendorff,Johansson,Andersson,Johansson",25,Calissendorff,Högsta domstolen,final,majority,5,5,0,14,401,0
207,B 3552-17,1,38,NA,NA,NA,NA,Uppsala tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
208,B 3552-17,39,66,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
209,B 3552-17,67,134,"350,16,15,8,6","Lindskog,Herre,Bäcklund,Andersson,Heidenborg",6,Heidenborg,Högsta domstolen,final,majority,5,5,0,12,401,203
210,B 381-19,1,37,NA,NA,NA,NA,Gävle tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
211,B 381-19,38,58,NA,NA,NA,NA,Hovrätten för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
212,B 381-19,59,80,"9,16,8,7,4","Eka,Herre,Andersson,Johansson,Bonthron",7,Johansson,Högsta domstolen,final,majority,5,5,0,12,203,401
213,B 3924-17,1,40,NA,NA,NA,NA,Uppsala tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
214,B 3924-17,41,54,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
215,B 3924-17,55,85,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,402,401
216,B 3924-17,86,147,"350,16,9,8,5","Lindskog,Herre,Eka,Andersson,Asp",8,Andersson,Högsta domstolen,final,majority,5,5,0,14,401,402
217,B 4150-18,14,40,NA,NA,NA,NA,Ångermanlands tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
218,B 4150-18,45,66,NA,NA,NA,NA,Hovrätten för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
219,B 4150-18,67,67,NA,NA,NA,NA,Hovrätten för Nedre Norrland,appelate,minority,NA,NA,NA,NA,NA,NA
220,B 4150-18,68,68,NA,NA,NA,NA,Hovrätten för Nedre Norrland,appelate,minority,NA,NA,NA,NA,NA,NA
221,B 4150-18,73,109,"347,25,15,14,5","Toijer,Calissendorff,Bäcklund,Persson,Asp",15,Bäcklund,Högsta domstolen,final,majority,5,5,0,14,"402,203",404
222,B 4531-17,1,57,NA,NA,NA,NA,Värmlands tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
223,B 4531-17,58,89,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
224,B 4531-17,90,150,"347,15,12,7,4","Toijer,Bäcklund,Johansson,Johansson,Bonthron",15,Bäcklund,Högsta domstolen,final,majority,5,5,0,14,200,401
225,B 4597-17,10,35,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
226,B 4597-17,36,39,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
227,B 4597-17,40,45,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
228,B 4597-17,46,59,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
229,B 4597-17,60,88,"9,15,8,7,3","Eka,Bäcklund,Andersson,Johansson,Runesson",15,Bäcklund,Högsta domstolen,final,majority,5,5,0,14,402,401
230,B 4680-17,2,40,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
231,B 4680-17,41,51,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
232,B 4680-17,52,73,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,101,300
233,B 4680-17,74,131,"16,9,8","Herre,Eka,Andersson",NA,NA,Högsta domstolen,final,majority,3,5,0,14,401,101
234,B 4680-17,132,142,"350,6","Lindskog,Heidenborg",6,Heidenborg,Högsta domstolen,final,minority,2,5,0,14,401,101
235,B 48-18,2,37,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
236,B 48-18,38,47,NA,NA,NA,NA,Malmö tingsrätt,first,minority,NA,NA,NA,NA,NA,NA
237,B 48-18,48,57,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
238,B 48-18,58,69,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
239,B 48-18,70,96,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,402
240,B 48-18,97,102,"9,25,15,11,7","Eka,Calissendorff,Bäcklund,Mattsson,Johansson",15,Bäcklund,Högsta domstolen,final,majority,5,5,0,14,401,402
242,B 4878-18,1,87,NA,NA,NA,NA,Kristianstads tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
243,B 4878-18,89,121,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
244,B 4878-18,123,159,"347,16,14,7,3","Toijer,Herre,Persson,Johansson,Runesson",14,Persson,Högsta domstolen,final,majority,5,5,0,12,402,401
245,B 4885-17,9,30,NA,NA,NA,NA,Uddevalla tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
246,B 4885-17,31,50,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
247,B 4885-17,51,95,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,402,401
248,B 4885-17,96,172,"350,16,15,8,6","Lindskog,Herre,Bäcklund,Andersson,Heidenborg",15,Bäcklund,Högsta domstolen,final,majority,5,6,0,14,402,401
249,B 4885-17,173,178,15,Bäcklund,15,Bäcklund,Högsta domstolen,final,concurring,1,6,0,0,402,401
250,B 4888-17,1,31,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
251,B 4888-17,32,55,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
252,B 4888-17,56,110,"350,16,15,6,5","Lindskog,Herre,Bäcklund,Heidenborg,Asp",5,Asp,Högsta domstolen,final,majority,5,5,0,14,"203,205,402",401
253,B 4918-17,13,22,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
254,B 4918-17,23,35,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
255,B 4918-17,36,49,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
257,B 4918-17,66,107,"27,14,12,10,7","Lindeblad,Persson,Johansson,Edlund,Johansson",7,Johansson,Högsta domstolen,final,majority,5,5,0,14,402,401
258,B 4976-17,6,31,NA,NA,NA,NA,Umeå tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
259,B 4976-17,35,51,NA,NA,NA,NA,Hovrätten för Övre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
260,B 4976-17,56,108,"347,27,10,7,4","Toijer,Lindeblad,Edlund,Johansson,Bonthron",27,Lindeblad,Högsta domstolen,final,majority,5,5,0,14,203,"309,401"
261,B 5025-18,2,5,NA,NA,NA,NA,Värmlands tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
262,B 5025-18,6,14,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
263,B 5025-18,15,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,300,203
264,B 5025-18,33,62,"347,25,14,10,3","Toijer,Calissendorff,Persson,Edlund,Runesson",25,Calissendorff,Högsta domstolen,final,majority,5,5,0,13,300,203
265,B 5042-17,9,72,NA,NA,NA,NA,Stockholms tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
266,B 5042-17,73,99,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
267,B 5042-17,100,112,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
268,B 5042-17,113,141,NA,NA,NA,NA,Högsta förvaltningsdomstolen,final,clerk,NA,NA,0,14,101,300
269,B 5042-17,142,187,"347,14,12,10,4","Toijer,Persson,Johansson,Edlund,Bonthron",4,Bonthron,Högsta domstolen,final,majority,5,5,0,14,101,300
270,B 5050-17,1,19,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
271,B 5050-17,20,24,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
272,B 5050-17,25,30,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
273,B 5050-17,31,66,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,"402,203",401
274,B 5050-17,67,116,"27,16,14,5,4","Lindeblad,Herre,Persson,Asp,Bonthron",5,Asp,Högsta domstolen,final,majority,5,5,0,12,401,"402,203"
275,B 5057-18,1,122,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
276,B 5057-18,123,136,NA,NA,NA,NA,Göteborgs tingsrätt,first,minority,NA,NA,NA,NA,NA,NA
277,B 5057-18,137,174,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
278,B 5057-18,175,179,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
279,B 5057-18,180,184,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
280,B 5057-18,185,227,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,402,401
281,B 5057-18,228,277,"9,27,8,5,4","Eka,Lindeblad,Andersson,Asp,Bonthron",8,Andersson,Högsta domstolen,final,majority,5,5,0,14,401,402
282,B 5434-17,1,49,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
283,B 5434-17,50,67,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
284,B 5434-17,68,83,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,401,200
285,B 5434-17,84,108,"27,16,14,5,4","Lindeblad,Herre,Persson,Asp,Bonthron",14,Persson,Högsta domstolen,final,majority,5,5,0,12,200,401
286,B 549-19,1,66,NA,NA,NA,NA,Stockholms tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
287,B 549-19,67,104,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
288,B 549-19,105,162,"9,27,16,8,7","Eka,Lindeblad,Herre,Andersson,Johansson",7,Johansson,Högsta domstolen,final,majority,5,5,0,14,402,401
289,B 5533-18,1,39,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
290,B 5533-18,40,51,NA,NA,NA,NA,Hovrätten för Övre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
291,B 5533-18,52,75,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,402,0
292,B 5533-18,76,134,"9,27,15,12,4","Eka,Lindeblad,Bäcklund,Johansson,Bonthron",4,Bonthron,Högsta domstolen,final,majority,5,5,0,14,402,0
293,B 5577-18,1,35,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
294,B 5577-18,36,55,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
295,B 5577-18,56,70,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
296,B 5577-18,71,108,"347,25,10,7,3","Toijer,Calissendorff,Edlund,Johansson,Runesson",7,Johansson,Högsta domstolen,final,majority,5,5,0,14,401,0
297,B 573-18,1,66,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
298,B 573-18,67,79,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
299,B 573-18,80,93,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
300,B 573-18,94,142,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,0
301,B 573-18,143,190,"347,27,12,7,4","Toijer,Lindeblad,Johansson,Johansson,Bonthron",7,Johansson,Högsta domstolen,final,majority,5,5,0,14,401,0
302,B 5931-18,7,29,NA,NA,NA,NA,Linköpings tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
303,B 5931-18,30,48,NA,NA,NA,NA,Göta hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
304,B 5931-18,49,90,"27,12,8","Lindeblad,Johansson,Andersson",NA,NA,Högsta domstolen,final,majority,3,5,0,14,401,402
305,B 5931-18,91,100,"9,4","Eka,Bonthron",4,Bonthron,Högsta domstolen,final,minority,2,5,0,12,402,401
306,B 6130-18,1,20,NA,NA,NA,NA,Sundsvalls tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
307,B 6130-18,21,46,NA,NA,NA,NA,Hovrätten för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
308,B 6130-18,47,68,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,401,203
309,B 6130-18,69,110,"347,25,14,5,2","Toijer,Calissendorff,Persson,Asp,Reimer",25,Calissendorff,Högsta domstolen,final,majority,5,5,0,12,401,203
310,B 6195-18,1,25,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
311,B 6195-18,26,35,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
312,B 6195-18,36,81,"14,10,5,3,2","Persson,Edlund,Asp,Runesson,Reimer",5,Asp,Högsta domstolen,final,majority,5,5,0,14,401,0
313,T 1055-18,3,56,NA,NA,NA,NA,Stockholms tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
314,T 1055-18,57,71,NA,NA,NA,NA,Göta hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
315,T 1055-18,72,88,NA,NA,NA,NA,Göta hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
316,T 1055-18,89,124,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,100,300
317,T 1055-18,125,178,"346,12,8","Eka,Johansson,Andersson",8,Andersson,Högsta domstolen,final,majority,3,5,0,14,100,300
318,T 1055-18,179,183,11,Mattsson,NA,NA,Högsta domstolen,final,minority,1,5,0,14,100,300
319,T 1055-18,184,194,3,Runesson,NA,NA,Högsta domstolen,final,minority,1,5,0,14,100,300
320,T 1144-18,1,25,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
321,T 1144-18,26,43,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
322,T 1144-18,44,63,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,301,0
323,T 1144-18,64,94,"346,25,15,12,8","Eka,Calissendorff,Bäcklund,Johansson,Andersson",15,Bäcklund,Högsta domstolen,final,majority,5,5,0,33,301,0
324,T 12-17,1,69,NA,NA,NA,NA,Stockholms tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
325,T 12-17,70,90,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
326,T 12-17,91,141,"347,27,15,12,7","Toijer,Lindeblad,Bäcklund,Johansson,Johansson",7,Johansson,Högsta domstolen,final,majority,5,5,0,12,0,0
328,T 1451-17,1,35,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
329,T 1451-17,36,56,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
330,T 1451-17,57,74,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,315,309
331,T 1451-17,75,110,"350,26,14,5,4","Lindskog,Nyström,Persson,Asp,Bonthron",14,Persson,Högsta domstolen,final,majority,5,5,0,14,315,309
332,T 1523-17,1,22,NA,NA,NA,NA,Växjö tingsrätt (Mark- och miljödomstolen),,majority,NA,NA,NA,NA,NA,NA
333,T 1523-17,24,55,NA,NA,NA,NA,Svea hovrätt (Mark- och miljööverdomstolen),appelate,majority,NA,NA,NA,NA,NA,NA
334,T 1523-17,72,72,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,301,0
335,T 1523-17,73,112,"347,27,12,7,4","Toijer,Lindeblad,Johansson,Johansson,Bonthron",4,Bonthron,Högsta domstolen,final,majority,5,5,0,14,301,0
336,T 1559-18,2,88,NA,NA,NA,NA,Solna tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
337,T 1559-18,89,111,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
338,T 1559-18,112,120,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
339,T 1559-18,121,171,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,314,300
340,T 1559-18,172,227,"9,15,8,4","Eka,Bäcklund,Andersson,Bonthron",NA,NA,Högsta domstolen,final,majority,4,5,0,12,"300,314",300
341,T 1559-18,228,235,5,Asp,5,Asp,Högsta domstolen,final,minority,1,5,0,12,300,"300,314"
342,T 1566-17,3,53,NA,NA,NA,NA,Kalmar tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
343,T 1566-17,54,78,NA,NA,NA,NA,Göta hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
344,T 1566-17,79,109,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,11,315,303
345,T 1566-17,110,150,"16,12,10,7,4","Herre,Johansson,Edlund,Johansson,Bonthron",4,Bonthron,Högsta domstolen,final,majority,5,5,0,11,303,315
346,T 1600-18,2,65,NA,NA,NA,NA,Vänersborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
347,T 1600-18,66,85,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
348,T 1600-18,86,134,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,306,300
349,T 1600-18,135,171,"347,25,16,10,7","Toijer,Calissendorff,Herre,Edlund,Johansson",7,Johansson,Högsta domstolen,final,majority,5,5,0,14,306,300
350,T 1622-17,1,67,NA,NA,NA,NA,Solna tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
351,T 1622-17,68,88,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
352,T 1622-17,89,121,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,312,0
353,T 1622-17,122,182,"27,25,12,8,7","Lindeblad,Calissendorff,Johansson,Andersson,Johansson",12,Johansson,Högsta domstolen,final,majority,5,10,0,14,312,0
354,T 1622-17,168,192,NA,NA,NA,NA,Solna tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
355,T 1622-17,193,244,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,312,0
356,T 1634-18,1,47,NA,NA,NA,NA,Norrtälje tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
357,T 1634-18,48,84,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
358,T 1634-18,85,128,"347,27,5","Toijer,Lindeblad,Asp",NA,NA,Högsta domstolen,final,majority,3,5,0,12,300,300
359,T 1634-18,129,166,"10,4","Edlund,Bonthron",4,Bonthron,Högsta domstolen,final,minority,2,5,0,12,300,300
360,T 1683-17,1,28,NA,NA,NA,NA,Jönköpings tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
361,T 1683-17,34,53,NA,NA,NA,NA,Göta hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
362,T 1683-17,54,69,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
363,T 1683-17,70,97,"350,27,388,14,5","Lindskog,Lindeblad,Ståhl,Persson,Asp",388,Ståhl,Högsta domstolen,final,majority,5,5,0,14,0,0
364,T 1738-17,1,51,NA,NA,NA,NA,Malmö tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
366,T 1738-17,53,96,NA,NA,NA,NA,Hovrätten över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
367,T 1738-17,97,129,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,300,0
368,T 1738-17,130,185,"347,14,12,7,4","Toijer,Persson,Johansson,Johansson,Bonthron",14,Persson,Högsta domstolen,final,majority,5,5,0,14,0,300
369,T 1857-17,1,28,NA,NA,NA,NA,Södertörns tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
370,T 1857-17,29,48,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
371,T 1857-17,49,90,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,301,0
372,T 1857-17,91,135,"350,388,6,5","Lindskog,Ståhl,Heidenborg,Asp",NA,NA,Högsta domstolen,final,majority,4,5,0,12,301,0
373,T 1857-17,136,157,8,Andersson,8,Andersson,Högsta domstolen,final,minority,1,5,0,14,0,301
374,T 2043-18,1,41,NA,NA,NA,NA,Attunda tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
375,T 2043-18,42,63,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
376,T 2043-18,64,64,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,306
377,T 2043-18,65,86,"346,25,12,8,3","Eka,Calissendorff,Johansson,Andersson,Runesson",12,Johansson,Högsta domstolen,final,majority,5,5,0,14,0,306
378,T 2196-17,2,60,NA,NA,NA,NA,Västmanlands tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
379,T 2196-17,61,95,NA,NA,NA,NA,Svea hovrätt,appelate,majority,NA,NA,NA,NA,NA,NA
380,T 2196-17,96,113,NA,NA,NA,NA,Svea hovrätt,appelate,minority,NA,NA,NA,NA,NA,NA
381,T 2196-17,114,151,"347,16,15,10,4","Toijer,Herre,Bäcklund,Edlund,Bonthron",10,Edlund,Högsta domstolen,final,majority,5,5,0,13,300,101
382,T 2286-18,226,267,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,200
383,T 2286-18,268,306,"16,14,10,5,4","Herre,Persson,Edlund,Asp,Bonthron",14,Persson,Högsta domstolen,final,majority,5,5,0,14,0,200
384,T 2480-17,26,37,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
385,T 2480-17,38,66,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
386,T 2480-17,67,102,"27,388,14,6,5","Lindeblad,Ståhl,Persson,Heidenborg,Asp",5,Asp,Högsta domstolen,final,majority,5,5,0,14,"306,406",102
387,T 2659-17,1,46,NA,NA,NA,NA,Göteborgs tingsrätt,first,majority,NA,NA,NA,NA,NA,NA
388,T 2659-17,47,55,NA,NA,NA,NA,Hovrätten för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
389,T 2659-17,56,89,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,304,309
390,T 2659-17,90,146,"347,16,12,10,7","Toijer,Herre,Johansson,Edlund,Johansson",16,Herre,Högsta domstolen,final,majority,5,5,0,14,"309,304",304
